"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Name 1","Old Health Facility Name 2","Old Health Facility Name 3","Facility Major Type","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Service Capability","Bed Capacity","Licensing Status","License Validity Date"
"DOH000000000003797","3797","MALAY (TABON, CATICLAN) PRIMARY CARE FACILITY","MALAY RURAL HEALTH UNIT","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","TABON","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","MALAY","0600412000","CATICLAN","0600412005","5608","+63 362888783","","+63 362888718","","","","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000053243","53243","MALAY (YAPAK) MEGA HEALTH CENTER PRIMARY CARE FACILITY","","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","ZONE 2","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","MALAY","0600412000","YAPAK","0600412016","5608","036-2885624","","","mhoannexboracay@yahoo.com","","","N/A","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000035097","35097","MALAYU-AN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","SITIO PROPER","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","AJUY","0603001000","MALAYU-AN","0603001012","5012","","","","","","","","0"," ",""
"DOH000000000009058","9058","MALIAO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","TAPAZ","0601917000","MALIAO","0601917028","5814","","","","","","","","0"," ",""
"DOH000000000003733","3733","MALINAO PRIMARY CARE FACILITY","MALINAO RURAL HEALTH UNIT"," "," ","Health Facility","Rural Health Unit","Government","Local Government Unit","","CRISTOBAL STREET"," ","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","MALINAO","0600413000","POBLACION","0600413015","5606","+63 362758210"," ","+63 362758121","mhomalinao@gmail.com"," "," ","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000015239","15239","MALIOGLIOG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CONCEPCION","0603015000","MALIOGLIOG","0603015017","5013","","","","concepcionrhu5013@gmail.com","","","","0"," ",""
"DOH000000000007040","7040","MALITBOG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","TAPAZ","0601917000","MALITBOG","0601917029","5814","","","","","","","","0"," ",""
"DOH000000000018274","18274","MALITBOG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CALINOG","0603013000","MALITBOG CENTRO","0603013047","5040","","","","","","","","0"," ",""
"DOH000000000001200","1200","MALOCLOC NORTE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","IVISAN","0601905000","MALOCLOC NORTE","0601905008","5805","","","","","","","","0"," ",""
"DOH000000000001201","1201","MALOCLOC SUR BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","IVISAN","0601905000","MALOCLOC SUR","0601905009","5805","","","","","","","","0"," ",""
"DOH000000000019176","19176","MALOCO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","IBAJAY","0600406000","MALOCO","0600406017","5613","","","","","","","","0"," ",""
"DOH000000000001202","1202","MALONOY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","DAO","0601902000","MALONOY","0601902013","5810","","","","","","","","0"," ",""
"DOH000000000018399","18399","MALUSGOD BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","DUE?AS","0603017000","MALUSGOD","0603017027","5038","","","","","","","","0"," ",""
"DOH000000000018768","18768","MAMBA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","MADALAG","0600410000","MAMBA","0600410012","5603","","","","","","","","0"," ",""
"DOH000000000018449","18449","MAMBIRANAN GRANDE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CITY OF PASSI","0603035000","MAMBIRANAN GRANDE","0603035031","5037","033-311-5046","","","passicity_healthoffice@yahoo.com","dohro6hrh.passicity@gmail.com","","","0"," ",""
"DOH000000000017321","17321","MAMBOG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","OTON","0603034000","MAMBOG","0603034018","5020","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000004759","4759","MAMBUSAO DISTRICT HOSPITAL","","","","Health Facility","Hospital","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","MAMBUSAO","0601908000","POBLACION TABUC","0601908023","5807","+63 366470641","+63 366470220","","mambusaodistricthospital@gmail.com","","","Level 1","50","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000006523","6523","MAMBUSAO RURAL HEALTH UNIT","","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","RIZAL STREET","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","MAMBUSAO","0601908000","POBLACION PROPER","0601908022","5807","+63 363470484","","+63 366470049","","","","","0"," ",""
"DOH000000000018334","18334","MAMBUYO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","SANTA BARBARA","0603043000","MAMBUYO","0603043045","5002","033 503 9042","","","","","","","0"," ",""
"DOH000000000018431","18431","MAN-IT BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CITY OF PASSI","0603035000","MAN-IT","0603035033","5037","033-311-5046","","","passicity_healthoffice@yahoo.com","dohro6hrh.passicity@gmail.com","","","0"," ",""
"DOH000000000018718","18718","MAN-UP BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","BATAN","0600404000","MAN-UP","0600404014","5615"," "," "," "," "," "," ","","0"," ",""
"DOH000000000001561","1561","MANACABAC BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","JANIUAY","0603023000","MANACABAC","0603023028","5034","","","","","","","","0"," ",""
"DOH000000000023941","23941","MANAGOPAYA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","BANATE","0603006000","MANAGOPAYA","0603006023","","","","","","","","","0"," ",""
"DOH000000000018347","18347","MANAOLAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","BADIANGAN","0603004000","MANAOLAN","0603004018","5033","","","","","","","","0"," ",""
"DOH000000000039684","39684","MANAPAO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PONTEVEDRA","0601912000","MANAPAO","0601912018","5802","","","","","","","","0"," ",""
"DOH000000000004480","4480","MANAYUPIT BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","MA-AYON","0601907000","MANAYUPIT","0601907017","5809","","","","","","","","0"," ",""
"DOH000000000003538","3538","MANDURRIAO DISTRICT HEALTH CENTER","MANDURRIAO MAIN HEALTH CENTER","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","OÑATE DE LEON STREET","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","O?ATE DE LEON","0631000120","5000","+63 333210414","","","mandurriaohealthcenter@gmail.com","mandurriaohealthcenter2@gmail.com","","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000017562","17562","MANDUYOG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","ALIMODIAN","0603002000","MANDUYOG","0603002036","5028","","","","","","","","0"," ",""
"DOH000000000018779","18779","MANGAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","BANGA","0600403000","MANGAN","0600403015","5601","","","","","","","","0"," ",""
"DOH000000000035109","35109","MANGOROCORO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","SITIO PROPER","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","AJUY","0603001000","MANGOROCORO","0603001013","5012","","","","","","","","0"," ",""
"DOH000000000006954","6954","MANGOSO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","SIGMA","0601916000","MANGOSO","0601916010","5816","","","","","","","","0"," ",""
"DOH000000000018744","18744","MANHANIP BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","MALINAO","0600413000","MANHANIP","0600413012","5606","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000001574","1574","MANHAYANG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","SANTA BARBARA","0603043000","MANHAYANG","0603043046","5002","033 503 9042","","","","","","","0"," ",""
"DOH000000000001217","1217","MANHOY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","DAO","0601902000","MANHOY","0601902014","5810","","","","","","","","0"," ",""
"DOH000000000005123","5123","MANIBAD BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","MAMBUSAO","0601908000","MANIBAD","0601908016","5807","","","","","","","","0"," ",""
"DOH000000000013618","13618","MANIGUIN BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","CULASI","0600606000","MANIGUIN","0600606027","5708","+63 282778704"," "," "," "," "," ","","0"," ",""
"DOH000000000006458","6458","MANIKA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","LIBACAO","0600409000","MANIKA","0600409015","5602","+63 362732250","","","","","","","0"," ",""
"DOH000000000002061","2061","MANINANG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","SAPI-AN","0601915000","MANINANG","0601915009","5806","","","","","","","","0"," ",""
"DOH000000000014368","14368","MANLACBO BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","VALDERRAMA","0600618000","MANLACBO","0600618016","5703"," "," "," "," "," "," ","","0"," ",""
"DOH000000000019234","19234","MANOC-MANOC BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","MALAY","0600412000","MANOC-MANOC","0600412010","5608","+63 362882164"," "," "," "," "," ","","0"," ",""
"DOH000000000026280","26280","MANOLING BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PRESIDENT ROXAS","0601913000","MANOLING","0601913012","5803","","","","","","","","0"," ",""
"DOH000000000009211","9211","MANSACUL BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","SIGMA","0601916000","MANSACUL","0601916011","5816","","","","","","","","0"," ",""
"DOH000000000024063","24063","MANSAYA BARANGAY HEALTH STATION","MANSAYA-LAPUZ HEALTH CENTER","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","SOUTH MANSAYA","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","MANSAYA-LAPUZ","0631000105","5000","+63 333303637","","","bo.obrerodistricthealthcenter@yahoo.com","","","","0"," ",""
"DOH000000000047143","47143","MANTANGON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","IGBARAS","0603021000","MANTANGON","0603021028","5029","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000019313","19313","MANTIGUIB BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","MAKATO","0600411000","MANTIGUIB","0600411014","5611","+63 362763043","","","","","","","0"," ",""
"DOH000000000018380","18380","MAÑACABAC BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","JANIUAY","0603023000","MANACABAC","0603023028","","(033) 330 8206","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000014448","14448","MAPATAG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","PUROK 2","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","HAMTIC","0600608000","MAPATAG","0600608034","5715","","","","","","","","0"," ",""
"DOH000000000008698","8698","MAPULANG BATO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","DAO","0601902000","MAPULANG BATO","0601902015","5810","","","","","","","","0"," ",""
"DOH000000000045688","45688","MARADIONA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","BELISON","0600603000","MARADIONA","0600603006","5701","","","","","","","","0"," ",""
"DOH000000000045470","45470","MARAGUBDUB BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN REMIGIO","0600614000","MARAGUBDUB","0600614029","5714","","","","","","","","0"," ",""
"DOH000000000005711","5711","MARALAG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","MAMBUSAO","0601908000","MARALAG","0601908017","5807","","","","","","","","0"," ",""
"DOH000000000023836","23836","MARAMIG BANRANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","LIBERTAD","0600610000","MARAMIG","0600610008","5710","","","","","","","","0"," ",""
"DOH000000000015264","15264","MARANDIG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CALINOG","0603013000","MARANDIG","0603013051","5040","","","","","","","","0"," ",""
"DOH000000000053244","53244","MARAY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","BUGASONG","0600604000","MARAY","0600604015","5704","","","","","","","","0"," ",""
"DOH000000000001589","1589","MARCELO H. DEL PILAR BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","ZONE V, DON FRANCISCO VILLAGE","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","MARCELO H. DEL PILAR","0631000106","5000","+63 333252908","","","jaro1healthcenter@yahoo.com","jaro1districthealthcenter25@gmail.com","","","0"," ",""
"DOH000000000018769","18769","MARIA CRISTINA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","MADALAG","0600410000","MARIA CRISTINA","0600410013","5603","","","","","","","","0"," ",""
"DOH000000000050810","50810","MARIA CRISTINA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","DEMOCRACIA STREET","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","MARIA CRISTINA","0631000108","5000","","","","jaro1healthcenter@yahoo.com","jaro1districthealthcenter25@gmail.com","","","0"," ",""
"DOH000000000023946","23946","MARIBONG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","PUROK III","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","LAMBUNAO","0603025000","MARIBONG","0603025048","5042","","","","","","","","0"," ",""
"DOH000000000018392","18392","MARIBUYONG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","DUE?AS","0603017000","MARIBUYONG","0603017028","5038","","","","","","","","0"," ",""
"DOH000000000005311","5311","MARITA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PRESIDENT ROXAS","0601913000","MARITA","0601913013","5803","","","","","","","","0"," ",""
"DOH000000000043770","43770","MARTINEZ BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","TIBIAO","0600617000","MARTINEZ","0600617009","","","","","","","","","0"," ",""
"DOH000000000001568","1568","MASANAG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","HAMTIC","0600608000","MASANAG","0600608035","5715","","","","","","","","0"," ",""
"DOH000000000050990","50990","MASGRAU BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","JAMINDAN","0601906000","MASGRAU","0601906020","5808","","","","","","","","0"," ",""
"DOH000000000001951","1951","MATAGNOP BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","DAO","0601902000","MATAGNOP","0601902016","5810","","","","","","","","0"," ",""
"DOH000000000017003","17003","MATALNGON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","MIAGAO","0603030000","MATALNGON","0603030077","5023","","","","","","","","0"," ",""
"DOH000000000002671","2671","MATAMBOG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","SAN JOAQUIN","0603040000","MATAMBOG","0603040056","5024","","","","","","","","0"," ",""
"DOH000000000009229","9229","MATANGCONG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","SIGMA","0601916000","MATANGCONG","0601916012","5816","","","","","","","","0"," ",""
"DOH000000000006740","6740","MATAPHAO BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","NEW WASHINGTON","0600415000","MATAPHAO","0600415010","5610"," "," "," "," "," "," ","","0"," ",""
"DOH000000000009235","9235","MATINABUS BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","SIGMA","0601916000","MATINABUS","0601916013","5816","","","","","","","","0"," ",""
"DOH000000000023857","23857","MATNOG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","IVISAN","0601905000","MATNOG","0601905010","5805","","","","","","","","0"," ",""
"DOH000000000035706","35706","MAYAPAY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","BURUANGA","0600405000","MAYAPAY","0600405009","5609","","","","","","","","0"," ",""
"DOH000000000014325","14325","MAYBATO NORTH BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN JOSE (CAPITAL)","0600613000","MAYBATO NORTE","0600613023","5700","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000043774","43774","MAYBATO SOUTH BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN JOSE (CAPITAL)","0600613000","MAYBATO SUR","0600613024","5700","","","","mhosanjose06@gmail.com","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000014315","14315","MAYOR ELMER C. UNTARAN PRIMARY HEALTH CARE FACILITY","SAN JOSE RURAL HEALTH UNIT MAIN HEALTH CENTER I","","","Health Facility","Rural Health Unit","Government","","","T.A. FORNIER ST.,","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN JOSE (CAPITAL)","0600613000","BARANGAY 2 (POB.)","0600613004","","036-641-0791","","","mecupcfsanjose24@gmail.com","","","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000045564","45564","MCLAIN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","BUENAVISTA","0607901000","MCLAIN","0607901016","5044","","","","","","","","0"," ",""
"DOH000000000032078","32078","MEDICUS MEDICAL CENTER","MEDICUS MEDICAL CENTER CORPORATION HOSPITAL","MEDICUS MEDICAL CENTER CORPORATION","","Health Facility","Hospital","Private","","Corporation","R.V. BERNARDO AVENUE, MANDURRIAO","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","SAN RAFAEL","0631000160","5000","033-328-77777","+63 335084059","","ohd@medicusmedicalcenter.com","","","Level 2","60","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2025"
"DOH000000000038114","38114","METRO ILOILO HOSPITAL AND MEDICAL CENTER, INC.","","","","Health Facility","Hospital","Private","","Corporation","METROPOLIS AVENUE","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","TAGBAC","0631000179","5000","033-327-1527","","","mihmci.iloilo@gmail.com","","","Level 2","110","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2025"
"DOH000000000000040","40","MIAG-AO RURAL HEALTH UNIT","","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","BRGY GUIBONGAN","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","MIAGAO","0603030000","GUIBONGAN","0603030045","5023","+63 513-77-51","","","","","","","0"," ",""
"DOH000000000016620","16620","MIAGAO MAIN HEALTH CENTER A","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","BRGY GUIBONGAN","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","MIAGAO","0603030000","BAYBAY SUR (POB.)","0603030016","5023","+63 333152215","","","","","","","0"," ",""
"DOH000000000016629","16629","MIAGAO MAIN HEALTH CENTER B","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","BRGY GUIBONGAN","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","MIAGAO","0603030000","BAYBAY SUR (POB.)","0603030016","5023","+63 333152215","","","","","","","0"," ",""
"DOH000000000047615","47615","MIAGAO MAIN HEALTH CENTER C","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","BRGY GUIBONGAN","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","MIAGAO","0603030000","GUIBONGAN","0603030045","5023","","","","","","","N/A","0"," ",""
"DOH000000000023858","23858","MIANAY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","IVISAN","0601905000","MIANAY","0601905011","5805","","","","","","","","0"," ",""
"DOH000000000023901","23901","MIANAY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","SIGMA","0601916000","MIANAY","0601916014","5816","","","","","","","","0"," ",""
"DOH000000000016287","16287","MILAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","LEMERY","0603027000","MILAN","0603027015","5043","","","","","","","","0"," ",""
